time,pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul
14400.0,101325.0,0.07906341511534314,0.8883725892651138,266.15,0.0,0.0,0.0,0.71,0.7000000000000001,3000.0,5.1,3.3161255787892263,0.7000000000000001,257.8207355300172,251.0,14400.0,2.3291916441490237,-0.7583953173541271,-0.4026720897952974,11666.3012801749,-2.29319528330362,270.15,268.72806413910325
15300.0,101325.0,0.07906341511534314,0.8883725892651138,265.99421874999996,0.0,0.0,0.0,0.715,0.7546875000000001,3000.0,5.203125,3.3161255787892263,0.75,258.0099349368609,251.8175,15300.0,2.289577153109899,-0.7187808263150024,-0.4026585964255708,12566.021128213753,-2.227765809579366,269.8954464285714,268.51681902561404
16200.0,101325.0,0.07906341511534314,0.8883725892651138,265.87125,0.0,0.0,0.0,0.72,0.8125,3000.0,5.425,3.3161255787892263,0.8,258.3274326476548,253.93,16200.0,2.2493412528103587,-0.6785449260154621,-0.4026450894569507,13465.741005021184,-2.162336333763002,269.6842857142857,268.3451120849572
17100.0,101325.0,0.07906341511534314,0.8883725892651138,265.78765625,0.0,0.0,0.0,0.725,0.8640625000000001,3000.0,5.634375,3.3161255787892263,0.8500000000000001,258.79951731890145,256.0775,17100.0,2.208645886308541,-0.6378495595136444,-0.4026315688901031,14365.460910625385,-2.096906855852477,269.5309821428571,268.22664405556674
18000.0,101325.0,0.07906341511534314,0.8883725892651138,265.75,0.0,0.0,0.0,0.73,0.9,3000.0,5.7,3.3161255787892263,0.9,259.45213317192173,257.0,18000.0,2.1676345357375806,-0.596838208942684,-0.40261803472569446,15265.180845054547,-2.0314773758457423,269.45,268.1751871661903
18900.0,101325.0,0.07906341511534314,0.8883725892651138,265.74395559210524,0.0,0.0,0.0,0.7340234375,0.9140625,3000.0,5.578125,3.3161255787892263,0.848828125,258.66446210081125,254.4723046875,18900.0,2.126435847670109,-0.5556395208752125,-0.40260448696439216,16164.90080833685,-1.966047893740748,269.418125,268.164700795318
19800.0,101325.0,0.07906341511534314,0.8883725892651138,265.74638157894736,0.0,0.0,0.0,0.7365625,0.9125000000000001,3000.0,5.375,3.3161255787892263,0.6718750000000001,256.7717653472486,248.9528125,19800.0,2.0851666994711726,-0.514370372676276,-0.40259092560686394,17064.620800500477,-1.9006184095354441,269.39666666666665,268.15678851957676
20700.0,101325.0,0.07906341511534314,0.8883725892651138,265.7506167763158,0.0,0.0,0.0,0.7383203125,0.9046875000000001,3000.0,5.184374999999999,3.3161255787892263,0.4839843750000002,255.59898964777184,243.2069140625,20700.0,2.0439347798986844,-0.4731384531037879,-0.40257735065377837,17964.34082157361,-1.8351889232277818,269.376875,268.1466763885617
21600.0,101325.0,0.07906341511534314,0.8883725892651138,265.75,0.0,0.0,0.0,0.74,0.9,3000.0,5.1,3.3161255787892263,0.4,255.17076812771919,240.0,21600.0,2.002840759042722,-0.4320444322478254,-0.40256376210580463,18864.060871584417,-1.7697594348157126,269.34999999999997,268.1295449633152
22500.0,101325.0,0.07906341511534314,0.8883725892651138,265.7297099282296,0.0,0.0,0.0,0.7405859375,0.9,3000.0,5.1,3.3161255787892263,0.4109375,255.17268003827223,239.24601862980768,22500.0,1.9619801165099577,-0.3911837897150612,-0.4025501599636125,19763.780950561068,-1.7043299442971878,269.30234375,268.0877405154886
23400.0,101325.0,0.07906341511534314,0.8883725892651138,265.69282296650715,0.0,0.0,0.0,0.7396875,0.9,3000.0,5.1,3.3161255787892263,0.43125,255.20060357669442,239.08834134615384,23400.0,1.9214446872714914,-0.35064836047659487,-0.4025365442278724,20663.50105853173,-1.6389004516701589,269.2395833333333,268.0247529887867
24300.0,101325.0,0.07906341511534314,0.8883725892651138,265.65952452153107,0.0,0.0,0.0,0.7389453125000001,0.9,3000.0,5.1,3.3161255787892263,0.4609375,255.27981421944753,239.63649338942307,24300.0,1.8813239742687504,-0.31052764747385386,-0.40252291489925546,21563.221195524566,-1.573470956932578,269.18203124999997,267.96739709366466
25200.0,101325.0,0.07906341511534314,0.8883725892651138,265.65,0.0,0.0,0.0,0.74,0.9,3000.0,5.1,3.3161255787892263,0.5,255.4397131456139,241.0,25200.0,1.841706266891002,-0.2709099400961055,-0.4025092719784334,22462.941361567733,-1.5080414600823975,269.15,267.94239677509205
26100.0,101325.0,0.07906341511534314,0.8883725892651138,265.8473011363636,0.0,0.0,0.0,0.74515625,0.9,2629.033430232558,5.1,3.3433963483516376,0.5496093750000001,255.87245391994492,243.30910633484163,26100.0,1.802679595270348,-0.2318832684754515,-0.4024956154660786,23362.66155668939,-1.4426119611175696,269.27859374999997,268.087188493095
27000.0,101325.0,0.07906341511534314,0.8883725892651138,266.2837121212121,0.0,0.0,0.0,0.75375,0.9,1805.7558139534885,5.1,3.4033920413889427,0.6052083333333333,256.60629455665133,246.18325791855204,27000.0,1.7643325420920413,-0.1935362152971447,-0.40248194536286414,24262.38178091768,-1.3771824600360472,269.58875,268.4191356494769
27900.0,101325.0,0.07906341511534314,0.8883725892651138,266.75326704545455,0.0,0.0,0.0,0.76296875,0.9,964.6002906976748,5.1,3.463387734426248,0.658203125,257.4156517788355,248.96578054298644,27900.0,1.726754926227296,-0.15595859943239954,-0.4024682616694636,25162.102034280757,-1.3117529568357835,269.92953124999997,268.78412192615684
28800.0,101325.0,0.07906341511534314,0.8883725892651138,267.04999999999995,0.0,0.0,0.0,0.77,0.9,540.0,5.1,3.490658503988659,0.7000000000000001,258.037155820074,251.0,28800.0,1.6900383658436484,-0.11924203904875186,-0.4024545643865514,26061.82231680676,-1.246323451514732,270.15,269.0262826882269
29700.0,101325.0,0.07906341511534314,0.8883725892651138,267.1633928571428,0.0,0.0,0.0,0.773203125,0.9,474.5352612503775,4.959375,3.490658503988659,0.7125,258.27902908174724,251.72941176470587,29700.0,1.6542767226235677,-0.08348039582867117,-0.40244085351480235,26961.54262852383,-1.180893944070846,270.25874999999996,269.1446727371003
